Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
,,,Không rõ,663291,Tin miễn phí,Cho thuê nhà Huyện Lạng Giang, 50m,2.5
,Phường 2,Quận Phú Nhuận,Thành phố Hồ Chí Minh,663930,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,6.7
Địa chỉ: 325 Đường Bạch Đằng,Phường 15,Quận Bình Thạnh,Thành phố Hồ Chí Minh,663931,Tin thường,Phòng trọ Quận Bình Thạnh, 40m,6.7
Địa chỉ: Đường số 27,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,663945,Tin thường,Phòng trọ Quận 7, 18m,4
Địa chỉ: Phố Lý Thường Kiệt,Phường 14,Quận 10,Thành phố Hồ Chí Minh,663932,Tin thường,Phòng trọ Quận 10, 25m,4.7
Địa chỉ: Đường số 27,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,663947,Tin thường,Phòng trọ Quận 7, 22m,4.8
Địa chỉ: 1365 Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,Thành phố Hồ Chí Minh,663933,Tin thường,Phòng trọ Quận 7, 25m,3.8
Địa chỉ: 1 Đường Nguyễn Tư Giản,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,663946,Tin thường,Phòng trọ Quận Gò Vấp, 35m,4
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,632900,Tin thường,Phòng trọ Quận 1, 33m,5.5
,Phường 9,Quận 11,Thành phố Hồ Chí Minh,663526,Tin miễn phí,Phòng trọ Quận 11, 25m,4
Địa chỉ: Đường Âu Cơ,Phường 10,Quận Tân Bình,Thành phố Hồ Chí Minh,663877,Tin thường,Phòng trọ Quận Tân Bình, 25m,4.5
Địa chỉ: Đường Âu Cơ,Phường Phú Trung,Quận Tân Phú,Thành phố Hồ Chí Minh,659920,Tin thường,Phòng trọ Quận Tân Phú, 25m,4.3
Địa chỉ: 25 Đường Hoa Sữa,Phường 4,Quận Phú Nhuận,Thành phố Hồ Chí Minh,663934,Tin miễn phí,Cho thuê căn hộ mini Quận Phú Nhuận, 70m,10
Địa chỉ: Đường Nguyễn Sơn,Phường Phú Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,660982,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Phú, 40m,6
Địa chỉ: 94/41/2 Đường Phú Thọ Hòa,Phường Phú Thọ Hòa,Quận Tân Phú,Thành phố Hồ Chí Minh,614941,Tin miễn phí,Phòng trọ Quận Tân Phú, 13m,1.8
,Phường 11,Quận Tân Bình,Thành phố Hồ Chí Minh,663949,Tin miễn phí,Phòng trọ Quận Tân Bình, 25m,4.5
Địa chỉ: Đường Tân Kỳ Tân Quý,,,Không rõ,663948,Tin thường,Phòng trọ Quận Tân Phú, 30m,3.2
Địa chỉ: 25 Đường số 7,Phường 10,Quận Gò Vấp,Thành phố Hồ Chí Minh,663421,Tin thường,Cho thuê mặt bằng Quận Gò Vấp, 30m,5.5
Địa chỉ: 59 Đường số 51,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,646411,Tin miễn phí,Tìm người ở ghép Quận Gò Vấp, 30m,1.5
,Phường Tân Quy,Quận 7,Thành phố Hồ Chí Minh,663950,Tin thường,Phòng trọ Quận 7, 40m,5.3
Địa chỉ: Đường Đặng Văn Bi,Phường Trường Thọ,Quận Thủ Đức,Thành phố Hồ Chí Minh,626968,Tin thường,Phòng trọ Thủ Đức, 135m,1.5
Địa chỉ: 58/6 Đường Thành Thái,Phường 12,Quận 10,Thành phố Hồ Chí Minh,131678,Tin thường,Phòng trọ Quận 10, 18m,2.5
Địa chỉ: Đường Nguyễn Thái Sơn,Phường 5,Quận Gò Vấp,Thành phố Hồ Chí Minh,663951,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 30m,4.9
Địa chỉ: Đường Đặng Văn Bi,Phường Trường Thọ,Quận Thủ Đức,Thành phố Hồ Chí Minh,626129,Tin thường,Phòng trọ Thủ Đức, 125m,1.5
Địa chỉ: Hẻm 205 Đường Thoại Ngọc Hầu,Phường Phú Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,610731,Tin miễn phí,Phòng trọ Quận Tân Phú, 42m,4.5
Địa chỉ: 129/60/1 Đường Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,Thành phố Hồ Chí Minh,663750,Tin miễn phí,Phòng trọ Quận 12, 30m,4.5
Địa chỉ: 1 Đường số 13,Phường Bình Hưng Hòa,Quận Bình Tân,Thành phố Hồ Chí Minh,663749,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,3.2
,Phường Bình Trị Đông B,Quận Bình Tân,Thành phố Hồ Chí Minh,652362,Tin thường,Phòng trọ Quận Bình Tân, 20m,5.5
Địa chỉ: 824/26 Đường Sư Vạn Hạnh,Phường 12,Quận 10,Thành phố Hồ Chí Minh,663751,Tin miễn phí,Phòng trọ Quận 10, 18m,1.5
Địa chỉ: 28 Đường Nguyễn Cảnh Chân,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,663730,Tin thường,Phòng trọ Quận 1, 30m,4.5
Địa chỉ: 212b Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,663939,Tin thường,Cho thuê căn hộ dịch vụ Quận 1, 30m,5.5
Địa chỉ: Đường Trần Hưng Đạo,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,663936,Tin thường,Cho thuê căn hộ Quận 1, 40m,8
Địa chỉ: Đường Lê Văn Quới,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,662897,Tin thường,Phòng trọ Quận Bình Tân, 35m,4.2
Địa chỉ: Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Thành phố Hồ Chí Minh,662484,Tin thường,Phòng trọ Quận Gò Vấp, 35m,4.5
Địa chỉ: Đường Trường Sơn,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,663935,Tin thường,Cho thuê căn hộ Quận Tân Bình, 40m,7
,Phường Bình Hưng Hòa,Quận Bình Tân,Thành phố Hồ Chí Minh,648522,Tin thường,Phòng trọ Quận Bình Tân, 30m,3.8
,Phường Bình Trị Đông A,Quận Bình Tân,Thành phố Hồ Chí Minh,636390,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Tân, 30m,4.6
Địa chỉ: Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,663941,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 40m,7
Địa chỉ: Đường Trần Xuân Soạn,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,663940,Tin thường,Cho thuê căn hộ Quận 7, 30m,7.8
Địa chỉ: 100 Đường số 28,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,663584,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 30m,5.2
,Phường 6,Quận Gò Vấp,Thành phố Hồ Chí Minh,663942,Tin thường,Phòng trọ Quận Gò Vấp, 25m,2.8
Địa chỉ: 685 Đường Xô Viết Nghệ Tĩnh,Phường 26,Quận Bình Thạnh,Thành phố Hồ Chí Minh,651699,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,5
Địa chỉ: 1 Đường số 3,Phường 9,Quận Gò Vấp,Thành phố Hồ Chí Minh,663943,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.5
Địa chỉ: 656 Đường Quang Trung,Phường 11,Quận Gò Vấp,Thành phố Hồ Chí Minh,663944,Tin thường,Phòng trọ Quận Gò Vấp, 25m,3.6
Địa chỉ: 32 Đường số 22,Phường Phước Long B,Quận 9,Thành phố Hồ Chí Minh,663009,Tin thường,Phòng trọ Quận 9, 35m,1.6
Địa chỉ: 242 Đường Tây Thạnh,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,663525,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.7
Địa chỉ: 125 Đường Nguyễn Thị Tần,Phường 1,Quận 8,Thành phố Hồ Chí Minh,663449,Tin thường,Phòng trọ Quận 8, 35m,1.6
Địa chỉ: 305 Đường Lý Thái Tổ,Phường 9,Quận 10,Thành phố Hồ Chí Minh,663558,Tin thường,Phòng trọ Quận 10, 35m,1.8
Địa chỉ: 29/24 Đường B3,Phường Tây Thạnh,Quận Tân Phú,Thành phố Hồ Chí Minh,663890,Tin miễn phí,Phòng trọ Quận Tân Phú, 0m,3.5
Địa chỉ: Hẻm 350 Huỳnh tấn phát q7 Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Thành phố Hồ Chí Minh,257079,Tin thường,Phòng trọ Quận 7, 30m,0.7
Địa chỉ: Đường An Dương Vương,Phường 10,Quận 6,Thành phố Hồ Chí Minh,653476,Tin thường,Phòng trọ Quận 6, 30m,3.5
Địa chỉ: Đường Hoàng Việt,Phường 4,Quận Tân Bình,Thành phố Hồ Chí Minh,663892,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình, 40m,13.5
Địa chỉ: Đường Nguyễn Công Hoan,,,Không rõ,663893,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,13
Địa chỉ: Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,663894,Tin thường,Phòng trọ Quận Bình Thạnh, 28m,5
Địa chỉ: 115/15 Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,663895,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 35m,13
,Phường Tân Kiểng,Quận 7,Thành phố Hồ Chí Minh,663896,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 7, 35m,13
Địa chỉ: Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,663897,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,13
Địa chỉ: 115/10 Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,663898,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,13
Địa chỉ: 129/14h Đường Nguyễn Trãi,Phường 2,Quận 5,Thành phố Hồ Chí Minh,636610,Tin thường,Phòng trọ Quận 5, 40m,9
Địa chỉ: 84 Đường Nguyễn Tất Thành,Phường 12,Quận 4,Thành phố Hồ Chí Minh,292743,Tin thường,Phòng trọ Quận 4, 30m,0.8
Địa chỉ: Phố Xã Đàn,Phường Nam Đồng,Quận Đống Đa,Thành phố Hồ Chí Minh,660582,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.65
Địa chỉ: Số 10 Đường số 2,Phường 16,Quận 8,Thành phố Hồ Chí Minh,658788,Tin miễn phí,Phòng trọ Quận 8, 48m,5
Địa chỉ: Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Thành phố Hồ Chí Minh,650028,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,1.7
Địa chỉ: 116 Đường Phạm Ngọc Thạch,Phường Kim Liên,Quận Đống Đa,Thành phố Hồ Chí Minh,660238,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
Địa chỉ: 89 Đường Mễ Trì Thượng,Phường Mễ Trì,Quận Nam Từ Liêm,Thành phố Hồ Chí Minh,663065,Tin thường,Phòng trọ Quận Nam Từ Liêm, 20m,1.7
Địa chỉ: 10 Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa,Thành phố Hồ Chí Minh,662381,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
Địa chỉ: 213 Phố Trần Đại Nghĩa,Phường Bách Khoa,Quận Hai Bà Trưng,Thành phố Hồ Chí Minh,653440,Tin thường,Phòng trọ Quận Hai Bà Trưng, 25m,1.5
Địa chỉ: Đường Dương Bá Trạc,Phường 1,Quận 8,Thành phố Hồ Chí Minh,653989,Tin thường,Phòng trọ Quận 8, 30m,6.2
Địa chỉ: 20 Đường D3,Phường Linh Tây,,Không rõ,663271,Tin thường,Phòng trọ Thủ Đức, 35m,1.4
Địa chỉ: 340 Đường Trần Thị Năm,Phường Tân Chánh Hiệp,Quận 12,Thành phố Hồ Chí Minh,663052,Tin thường,Phòng trọ Quận 12, 35m,1.5
,Phường Đa Kao,Quận 1,Thành phố Hồ Chí Minh,663200,Tin thường,Phòng trọ Quận 1, 35m,1.9
,Phường 11,Quận Gò Vấp,Thành phố Hồ Chí Minh,663567,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.39
Địa chỉ: Đường số 2,Phường Linh Xuân,,Không rõ,663018,Tin thường,Phòng trọ Thủ Đức, 35m,1.45
Địa chỉ: KC32 Đường Trần Xuân Soạn,Phường Tân Thuận Tây,Quận 7,Thành phố Hồ Chí Minh,663766,Tin thường,Phòng trọ Quận 7, 35m,1.55
Địa chỉ: Đường Trương Đăng Quế,Phường 1,Quận Gò Vấp,Thành phố Hồ Chí Minh,662843,Tin thường,Phòng trọ Quận Gò Vấp, 35m,2.8
Địa chỉ: 13 Đường số 12,Phường Linh Chiểu,,Không rõ,663555,Tin thường,Phòng trọ Thủ Đức, 35m,1.5
Địa chỉ: Đường số 3/2,Phường 13,Quận 10,Thành phố Hồ Chí Minh,663909,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 60m,9
Địa chỉ: Đường Âu Cơ,Phường 9,Quận Tân Bình,Thành phố Hồ Chí Minh,663911,Tin thường,Phòng trọ Quận Tân Bình, 28m,4
Địa chỉ: 7B Đường Lam Sơn,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,661271,Tin thường,Phòng trọ Quận Tân Bình, 30m,2.5
Địa chỉ: Đường Lam Sơn,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,597278,Tin thường,Cho thuê căn hộ Quận Tân Bình, 30m,3
Địa chỉ: Đường số 11,Phường Bình Trưng Tây,Quận 2,Thành phố Hồ Chí Minh,663910,Tin miễn phí,Phòng trọ Quận 2, 25m,5
Địa chỉ: 57/ Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Thành phố Hồ Chí Minh,661008,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,5.8
Địa chỉ: 62 Đường số 6,Phường Linh Trung,,Không rõ,647243,Tin thường,Phòng trọ Thủ Đức, 30m,1.5
,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,643232,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,1.7
,P.Đa Kao,Quận 1,Thành phố Hồ Chí Minh,74062,Tin thường,Phòng trọ Quận 1, 25m,3.5
,Phường An Bình,Thành phố Dĩ An,Không rõ,663903,Tin thường,Cho thuê căn hộ Thành phố Dĩ An, 75m,8.5
,Phường 14,Quận 3,Thành phố Hồ Chí Minh,643728,Tin thường,Phòng trọ Quận 3, 35m,1.8
Địa chỉ: Đường số 35CL,Phường Cát Lái,Quận 2,Thành phố Hồ Chí Minh,663912,Tin thường,Phòng trọ Quận 2, 30m,4.6
Địa chỉ: Đường Ca Văn Thỉnh,Phường 11,Quận Tân Bình,Thành phố Hồ Chí Minh,663913,Tin thường,Cho thuê căn hộ mini Quận Tân Bình, 35m,5
Địa chỉ: 129/14h Đường Nguyễn Trãi,Phường 2,Quận 5,Thành phố Hồ Chí Minh,663900,Tin thường,Cho thuê căn hộ dịch vụ Quận 5, 35m,8
,Phường 5,Quận Bình Thạnh,Thành phố Hồ Chí Minh,663914,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,5
Địa chỉ: Đường số 25,Phường Hiệp Bình Chánh,Quận Thủ Đức,Thành phố Hồ Chí Minh,630370,Tin miễn phí,Phòng trọ Thủ Đức, 24m,2.2
,Phường 1,Quận 10,Thành phố Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.6
,Phường Nguyễn Cư Trinh,Quận 1,Thành phố Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.6
Địa chỉ: 60 Đường Thích Bửu Quang,Phường 1,Quận Gò Vấp,Thành phố Hồ Chí Minh,612224,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 28m,5.4
Địa chỉ: 18 Đường Vũ Tùng,Phường 1,Quận Bình Thạnh,Thành phố Hồ Chí Minh,604581,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,4.8
,Phường Phạm Ngũ Lão,Quận 1,Thành phố Hồ Chí Minh,663915,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 40m,6.5
,Phường 9,Quận Phú Nhuận,Thành phố Hồ Chí Minh,634114,Tin thường,Phòng trọ Quận Phú Nhuận, 27m,4.9
,Phường 3,Quận Gò Vấp,Thành phố Hồ Chí Minh,642033,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 30m,4.9
Địa chỉ: 229 Đường Diên Hồng,Phường 1,Quận Bình Thạnh,Thành phố Hồ Chí Minh,629140,Tin thường,Phòng trọ Quận Bình Thạnh, 27m,4.5
,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,592621,Tin thường,Phòng trọ Quận Tân Bình, 32m,4
Địa chỉ: 24 Đường Trịnh Khắc Lập,Phường Thạnh Mỹ Lợi,Quận 2,Thành phố Hồ Chí Minh,626121,Tin thường,Phòng trọ Quận 2, 45m,5
,,,Không rõ,586522,Tin thường,Phòng trọ Quận Tân Bình, 40m,5.2
,Phường 14,Quận Tân Bình,Thành phố Hồ Chí Minh,656453,Tin thường,Phòng trọ Quận Tân Bình, 20m,1.5
Địa chỉ: Đường Trường Chinh,Phường 15,Quận Tân Bình,Thành phố Hồ Chí Minh,659082,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.7
,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,663917,Tin miễn phí,Tìm người ở ghép Quận Bình Tân, 16m,0.7
Địa chỉ: Đường Cộng Hòa,Phường 13,Quận Tân Bình,Thành phố Hồ Chí Minh,663918,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,8.3
Địa chỉ: 300/41/14 Đường Nguyễn Thái Sơn,Phường 4,Quận Gò Vấp,Thành phố Hồ Chí Minh,638425,Tin thường,Phòng trọ Quận Gò Vấp, 16m,2.6
Địa chỉ: Đường Phan Văn Trị,Phường 7,Quận Gò Vấp,Thành phố Hồ Chí Minh,303114,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
Địa chỉ: 482/54C Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Thành phố Hồ Chí Minh,663904,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 0m,4.9
,Phường 4,Quận Phú Nhuận,Thành phố Hồ Chí Minh,135233,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,2.8
,Phường Bình Trị Đông,Quận Bình Tân,Thành phố Hồ Chí Minh,647816,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.2
,Phường 12,Quận 6,Thành phố Hồ Chí Minh,661207,Tin thường,Phòng trọ Quận 6, 28m,3.5
Địa chỉ: Đường Bưng Ông Thoàn,Phường Phú Hữu,Quận 9,Thành phố Hồ Chí Minh,663905,Tin thường,Phòng trọ Quận 9, 34m,5.1
Địa chỉ: Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,Thành phố Hồ Chí Minh,663060,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,6
Địa chỉ: 49/32a (Hẻm 38) Đường Nguyễn Công Hoan,Phường 7,Quận Phú Nhuận,Thành phố Hồ Chí Minh,634436,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,4.5
Địa chỉ: 165 Đường Phan Văn Hớn,Phường Tân Thới Hiệp,Quận 12,Thành phố Hồ Chí Minh,663906,Tin miễn phí,Phòng trọ Quận 12, 30m,4.5
,Phường 14,Quận 10,Thành phố Hồ Chí Minh,652535,Tin miễn phí,Tìm người ở ghép Quận 10, 30m,1.3
Địa chỉ: 89 Đường Ngô Đức Kế,Phường 12,Quận Bình Thạnh,Thành phố Hồ Chí Minh,590480,Tin thường,Phòng trọ Quận Bình Thạnh, 10m,2.2
,Phường Bình Hưng Hòa A,Quận Bình Tân,Thành phố Hồ Chí Minh,663113,Tin thường,Cho thuê nhà Quận Bình Tân, 300m,60
Địa chỉ: 76/13/13 Đường Phạm Đức Sơn,Phường 16,Quận 8,Thành phố Hồ Chí Minh,663907,Tin miễn phí,Phòng trọ Quận 8, 40m,6
Địa chỉ: Đường số 3/2,Phường 13,Quận 10,Thành phố Hồ Chí Minh,663908,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 30m,6.5
Địa chỉ: 63A Đường số 8,Phường Hiệp Bình Chánh,,Không rõ,663842,Tin thường,Phòng trọ Thủ Đức, 35m,1.7
Địa chỉ: 148/20 Đường số 3 Cư xá Lữ Gia,Phường 15,Quận 11,Thành phố Hồ Chí Minh,607522,Tin thường,Phòng trọ Quận 11, 9m,1.4
,,,Không rõ,663952,Tin miễn phí,Cho thuê căn hộ mini Quận 12, 28m,3.2
,Phường 5,Quận Phú Nhuận,Thành phố Hồ Chí Minh,630784,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3
,Phường 4,Quận Tân Bình,Thành phố Hồ Chí Minh,590212,Tin thường,Phòng trọ Quận Tân Bình, 20m,2.8
Địa chỉ: 328/76/27 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Thành phố Hồ Chí Minh,599071,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.2
Địa chỉ: Đường số 1,Phường An Bình,,Không rõ,631874,Tin miễn phí,Phòng trọ Thành Phố Biên Hòa, 12m,1.1
Địa chỉ: 205/41/34 Đường Phạm Văn Chiêu,Phường 14,Quận Gò Vấp,Thành phố Hồ Chí Minh,618520,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
Địa chỉ: 66/20 Đường Phổ Quang,Phường 2,Quận Tân Bình,Thành phố Hồ Chí Minh,616701,Tin miễn phí,Phòng trọ Quận Tân Bình, 15m,2.1
Địa chỉ: 229/3 Đường Huỳnh Văn Nghệ,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,656216,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
Địa chỉ: 1560/7/26/1G Đường Tỉnh Lộ 10,Phường Tân Tạo,Quận Bình Tân,Thành phố Hồ Chí Minh,638351,Tin thường,Phòng trọ Quận Bình Tân, 15m,1.2
Địa chỉ: 229/3 Đường Huỳnh Văn Nghệ,Phường 12,Quận Gò Vấp,Thành phố Hồ Chí Minh,663672,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
