Đường,Phường,Quận/Huyện,Thành phố,Hashtag,Gói tin,Loại phòng,Diện tích (m²),Giá phòng (triệu/tháng)
Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,663897,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,13
115/10  Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,663898,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 40m,13
129/14h  Nguyễn Trãi,2,5,Hồ Chí Minh,636610,Tin thường,Phòng trọ Quận 5, 40m,9
84  Nguyễn Tất Thành,12,4,Hồ Chí Minh,292743,Tin thường,Phòng trọ Quận 4, 30m,0.8
Phố Xã Đàn,Nam Đồng,Đống Đa,Hồ Chí Minh,660582,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.65
Số 10  số 2,16,8,Hồ Chí Minh,658788,Tin miễn phí,Phòng trọ Quận 8, 48m,5
Cầu Giấy,Quan Hoa,Cầu Giấy,Hồ Chí Minh,650028,Tin thường,Phòng trọ Quận Cầu Giấy, 20m,1.7
116  Phạm Ngọc Thạch,Kim Liên,Đống Đa,Hồ Chí Minh,660238,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
89  Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,Hồ Chí Minh,663065,Tin thường,Phòng trọ Quận Nam Từ Liêm, 20m,1.7
10  Nguyễn Chí Thanh,Láng Thượng,Đống Đa,Hồ Chí Minh,662381,Tin thường,Phòng trọ Quận Đống Đa, 20m,1.5
213 Phố Trần Đại Nghĩa,Bách Khoa,Hai Bà Trưng,Hồ Chí Minh,653440,Tin thường,Phòng trọ Quận Hai Bà Trưng, 25m,1.5
Dương Bá Trạc,1,8,Hồ Chí Minh,653989,Tin thường,Phòng trọ Quận 8, 30m,6.2
340  Trần Thị Năm,Tân Chánh Hiệp,12,Hồ Chí Minh,663052,Tin thường,Phòng trọ Quận 12, 35m,1.5
,Đa Kao,1,Hồ Chí Minh,663200,Tin thường,Phòng trọ Quận 1, 35m,1.9
,11,Gò Vấp,Hồ Chí Minh,663567,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.39
KC32  Trần Xuân Soạn,Tân Thuận Tây,7,Hồ Chí Minh,663766,Tin thường,Phòng trọ Quận 7, 35m,1.55
Trương Đăng Quế,1,Gò Vấp,Hồ Chí Minh,662843,Tin thường,Phòng trọ Quận Gò Vấp, 35m,2.8
số 3/2,13,10,Hồ Chí Minh,663909,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 60m,9
Âu Cơ,9,Tân Bình,Hồ Chí Minh,663911,Tin thường,Phòng trọ Quận Tân Bình, 28m,4
7B  Lam Sơn,2,Tân Bình,Hồ Chí Minh,661271,Tin thường,Phòng trọ Quận Tân Bình, 30m,2.5
Lam Sơn,2,Tân Bình,Hồ Chí Minh,597278,Tin thường,Cho thuê căn hộ Quận Tân Bình, 30m,3
số 11,Bình Trưng Tây,2,Hồ Chí Minh,663910,Tin miễn phí,Phòng trọ Quận 2, 25m,5
57/  Điện Biên Phủ,15,Bình Thạnh,Hồ Chí Minh,661008,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,5.8
,25,Bình Thạnh,Hồ Chí Minh,643232,Tin thường,Phòng trọ Quận Bình Thạnh, 35m,1.7
,P.Đa Kao,1,Hồ Chí Minh,74062,Tin thường,Phòng trọ Quận 1, 25m,3.5
,14,3,Hồ Chí Minh,643728,Tin thường,Phòng trọ Quận 3, 35m,1.8
số 35CL,Cát Lái,2,Hồ Chí Minh,663912,Tin thường,Phòng trọ Quận 2, 30m,4.6
Ca Văn Thỉnh,11,Tân Bình,Hồ Chí Minh,663913,Tin thường,Cho thuê căn hộ mini Quận Tân Bình, 35m,5
129/14h  Nguyễn Trãi,2,5,Hồ Chí Minh,663900,Tin thường,Cho thuê căn hộ dịch vụ Quận 5, 35m,8
,5,Bình Thạnh,Hồ Chí Minh,663914,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,5
số 25,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,630370,Tin miễn phí,Phòng trọ Thủ Đức, 24m,2.2
,1,10,Hồ Chí Minh,625928,Tin thường,Phòng trọ Quận 10, 20m,4.6
,Nguyễn Cư Trinh,1,Hồ Chí Minh,641456,Tin thường,Phòng trọ Quận 1, 15m,3.6
60  Thích Bửu Quang,1,Gò Vấp,Hồ Chí Minh,612224,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 28m,5.4
18  Vũ Tùng,1,Bình Thạnh,Hồ Chí Minh,604581,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,4.8
,Phạm Ngũ Lão,1,Hồ Chí Minh,663915,Tin miễn phí,Cho thuê căn hộ mini Quận 1, 40m,6.5
,9,Phú Nhuận,Hồ Chí Minh,634114,Tin thường,Phòng trọ Quận Phú Nhuận, 27m,4.9
,3,Gò Vấp,Hồ Chí Minh,642033,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp, 30m,4.9
229  Diên Hồng,1,Bình Thạnh,Hồ Chí Minh,629140,Tin thường,Phòng trọ Quận Bình Thạnh, 27m,4.5
,14,Tân Bình,Hồ Chí Minh,592621,Tin thường,Phòng trọ Quận Tân Bình, 32m,4
24  Trịnh Khắc Lập,Thạnh Mỹ Lợi,2,Hồ Chí Minh,626121,Tin thường,Phòng trọ Quận 2, 45m,5
,14,Tân Bình,Hồ Chí Minh,656453,Tin thường,Phòng trọ Quận Tân Bình, 20m,1.5
Trường Chinh,15,Tân Bình,Hồ Chí Minh,659082,Tin thường,Phòng trọ Quận Tân Bình, 30m,3.7
,Bình Trị Đông,Bình Tân,Hồ Chí Minh,663917,Tin miễn phí,Tìm người ở ghép Quận Bình Tân, 16m,0.7
Cộng Hòa,13,Tân Bình,Hồ Chí Minh,663918,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 45m,8.3
300/41/14  Nguyễn Thái Sơn,4,Gò Vấp,Hồ Chí Minh,638425,Tin thường,Phòng trọ Quận Gò Vấp, 16m,2.6
Phan Văn Trị,7,Gò Vấp,Hồ Chí Minh,303114,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
482/54C  Nơ Trang Long,13,Bình Thạnh,Hồ Chí Minh,663904,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 0m,4.9
,4,Phú Nhuận,Hồ Chí Minh,135233,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,2.8
,Bình Trị Đông,Bình Tân,Hồ Chí Minh,647816,Tin thường,Phòng trọ Quận Bình Tân, 28m,3.2
,12,6,Hồ Chí Minh,661207,Tin thường,Phòng trọ Quận 6, 28m,3.5
Bưng Ông Thoàn,Phú Hữu,9,Hồ Chí Minh,663905,Tin thường,Phòng trọ Quận 9, 34m,5.1
Điện Biên Phủ,15,Bình Thạnh,Hồ Chí Minh,663060,Tin thường,Cho thuê căn hộ dịch vụ Quận Bình Thạnh, 40m,6
49/32a (Hẻm 38)  Nguyễn Công Hoan,7,Phú Nhuận,Hồ Chí Minh,634436,Tin thường,Phòng trọ Quận Phú Nhuận, 35m,4.5
165  Phan Văn Hớn,Tân Thới Hiệp,12,Hồ Chí Minh,663906,Tin miễn phí,Phòng trọ Quận 12, 30m,4.5
,14,10,Hồ Chí Minh,652535,Tin miễn phí,Tìm người ở ghép Quận 10, 30m,1.3
89  Ngô Đức Kế,12,Bình Thạnh,Hồ Chí Minh,590480,Tin thường,Phòng trọ Quận Bình Thạnh, 10m,2.2
,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,663113,Tin thường,Cho thuê nhà Quận Bình Tân, 300m,60
76/13/13  Phạm Đức Sơn,16,8,Hồ Chí Minh,663907,Tin miễn phí,Phòng trọ Quận 8, 40m,6
số 3/2,13,10,Hồ Chí Minh,663908,Tin thường,Cho thuê căn hộ dịch vụ Quận 10, 30m,6.5
148/20  số 3 Cư xá Lữ Gia,15,11,Hồ Chí Minh,607522,Tin thường,Phòng trọ Quận 11, 9m,1.4
,5,Phú Nhuận,Hồ Chí Minh,630784,Tin thường,Phòng trọ Quận Phú Nhuận, 20m,3
,4,Tân Bình,Hồ Chí Minh,590212,Tin thường,Phòng trọ Quận Tân Bình, 20m,2.8
328/76/27  Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Hồ Chí Minh,599071,Tin thường,Phòng trọ Quận Bình Thạnh, 22m,4.2
205/41/34  Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,618520,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.9
66/20  Phổ Quang,2,Tân Bình,Hồ Chí Minh,616701,Tin miễn phí,Phòng trọ Quận Tân Bình, 15m,2.1
229/3  Huỳnh Văn Nghệ,12,Gò Vấp,Hồ Chí Minh,656216,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
1560/7/26/1G  Tỉnh Lộ 10,Tân Tạo,Bình Tân,Hồ Chí Minh,638351,Tin thường,Phòng trọ Quận Bình Tân, 15m,1.2
229/3  Huỳnh Văn Nghệ,12,Gò Vấp,Hồ Chí Minh,663672,Tin thường,Phòng trọ Quận Gò Vấp, 20m,2.5
682/11  Âu Cơ,14,Tân Bình,Hồ Chí Minh,628270,Tin thường,Phòng trọ Quận Tân Bình, 12m,1.5
Trần Thị Nghĩ,7,Gò Vấp,Hồ Chí Minh,633380,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.4
,12,8,Hồ Chí Minh,596742,Tin miễn phí,Phòng trọ Quận 8, 22m,3
124  Nguyễn Đình Chiểu,3,Phú Nhuận,Hồ Chí Minh,591368,Tin miễn phí,Phòng trọ Quận Phú Nhuận, 10m,1.7
284  Lê Văn Sỹ,14,3,Hồ Chí Minh,587899,Tin thường,Phòng trọ Quận 3, 14m,3
,15,11,Hồ Chí Minh,663685,Tin miễn phí,Phòng trọ Quận 11, 28m,5.5
162L/16.  Trường Chinh,12,Tân Bình,Hồ Chí Minh,657938,Tin thường,Phòng trọ Quận Tân Bình, 32m,4
Số 8 ngõ 119 Phố Lê Thanh Nghị,Đồng Tâm,Hai Bà Trưng,Hồ Chí Minh,663628,Tin miễn phí,Phòng trọ Quận Hai Bà Trưng, 18m,2
Lê Văn Việt,Hiệp Phú,9,Hồ Chí Minh,296724,Tin VIP 3,Phòng trọ Quận 9, 20m,3.5
Hẻm 30  Đỗ Nhuận,Sơn Kỳ,Tân Phú,Hồ Chí Minh,663965,Tin miễn phí,Phòng trọ Quận Tân Phú, 40m,3
341/19  Vườn Lài,An Phú Đông,12,Hồ Chí Minh,661783,Tin VIP 3,Phòng trọ Quận 12, 30m,2.5
115  Võ Thị Liễu,An Phú Đông,12,Hồ Chí Minh,663967,Tin thường,Cho thuê căn hộ dịch vụ Quận 12, 25m,3.6
88/69  Nguyễn Văn Quỳ,Phú Thuận,7,Hồ Chí Minh,623487,Tin VIP 3,Cho thuê nhà Quận 7, 70m,7.5
1051/4  Hậu Giang,11,6,Hồ Chí Minh,16027,Tin VIP 3,Phòng trọ Quận 6, 20m,2
129/12c  Lê Đình Cẩn,Tân Tạo,Bình Tân,Hồ Chí Minh,205091,Tin VIP 3,Phòng trọ Quận Bình Tân, 25m,2.5
,13,Tân Bình,Hồ Chí Minh,663467,Tin VIP 3,Phòng trọ Quận Tân Bình, 25m,3.5
441/22  Nguyễn Đình Chiểu,5,3,Hồ Chí Minh,591467,Tin VIP 3,Phòng trọ Quận 3, 16m,3.2
181/36  số 3/2,11,10,Hồ Chí Minh,59783,Tin VIP 1,Phòng trọ Quận 10, 22m,4.5
168/12  Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,289887,Tin VIP 3,Phòng trọ Quận Tân Bình, 10m,1.6
Phạm Cự Lượng,2,Tân Bình,Hồ Chí Minh,595869,Tin VIP 1,Phòng trọ Quận Tân Bình, 30m,1.6
,Phú Mỹ,7,Hồ Chí Minh,609404,Tin VIP nổi bật,Phòng trọ Quận 7, 123m,0.000123
Redhome Dorm  số 6,Linh Xuân,Thủ Đức,Hồ Chí Minh,632582,Tin VIP nổi bật,Phòng trọ Thủ Đức, 300m,1.4
83  Trần Thị Nghĩ,7,Gò Vấp,Hồ Chí Minh,645683,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 35m,1.9
48/13  Lương Thế Vinh,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,603145,Tin VIP nổi bật,Phòng trọ Quận Tân Phú, 20m,1.8
573  Sư Vạn Hạnh,12,10,Hồ Chí Minh,599794,Tin VIP nổi bật,Phòng trọ Quận 10, 35m,1.599
50  Phạm Cự Lượng,2,Tân Bình,Hồ Chí Minh,314706,Tin VIP nổi bật,Phòng trọ Quận Tân Bình, 20m,4
Hoàng Ngân,16,8,Hồ Chí Minh,20126,Tin VIP nổi bật,Phòng trọ Quận 8, 18m,1.8
643/24/3c  Xô Viết Nghệ Tĩnh,26,Bình Thạnh,Hồ Chí Minh,231680,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 35m,1.5
Nguyễn Văn Đậu,6,Bình Thạnh,Hồ Chí Minh,608241,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 20m,3
,Tân Phong,7,Hồ Chí Minh,663871,Tin thường,Phòng trọ Quận 7, 40m,5
69/38  D2,25,Bình Thạnh,Hồ Chí Minh,582881,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 30m,1.8
,12,Tân Bình,Hồ Chí Minh,615892,Tin VIP nổi bật,Phòng trọ Quận Tân Bình, 12m,1.4
189/8  Đình Phong Phú,Tăng Nhơn Phú B,9,Hồ Chí Minh,219588,Tin VIP 3,Phòng trọ Quận 9, 18m,2.5
66/22  Nguyễn Văn Cừ,An Hòa,Ninh Kiều,Hồ Chí Minh,663703,Tin VIP 1,Phòng trọ Quận Ninh Kiều, 24m,2.8
66/22  Nguyễn Văn Cừ,An Hòa,Ninh Kiều,Hồ Chí Minh,663731,Tin VIP 1,Phòng trọ Quận Ninh Kiều, 15m,2.3
60  Huỳnh Khương An,5,Gò Vấp,Hồ Chí Minh,595846,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 30m,1.299
38  Phạm Đôn,10,5,Hồ Chí Minh,622587,Tin thường,Phòng trọ Quận 5, 10m,2.4
,24,Bình Thạnh,Hồ Chí Minh,663884,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 18m,3.1
127/18  Hoàng Hoa Thám,13,Tân Bình,Hồ Chí Minh,597193,Tin miễn phí,Phòng trọ Quận Tân Bình, 40m,4
,25,Bình Thạnh,Hồ Chí Minh,663051,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh, 30m,1.4
796  Lê Đức Thọ,15,Gò Vấp,Hồ Chí Minh,277630,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp, 30m,3
159/  Bạch Đằng,2,Tân Bình,Hồ Chí Minh,663879,Tin VIP 3,Phòng trọ Quận Tân Bình, 35m,5.8
Hẻm 350  Huỳnh Tấn Phát,Bình Thuận,7,Hồ Chí Minh,301747,Tin VIP 3,Tìm người ở ghép Quận 7, 20m,0.7
,3,Gò Vấp,Hồ Chí Minh,629254,Tin VIP nổi bật,Cho thuê nhà Quận Gò Vấp, 50m,6.5
Phố Tôn Đức Thắng,Bến Nghé,1,Hồ Chí Minh,310536,Tin VIP 3,Tìm người ở ghép Quận 1, 20m,0.8
436  Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,294500,Tin VIP 3,Tìm người ở ghép Quận 7, 25m,0.7
,13,Tân Bình,Hồ Chí Minh,603521,Tin VIP 3,Phòng trọ Quận Tân Bình, 18m,2.5
84  Nguyễn Tất Thành,12,4,Hồ Chí Minh,294501,Tin VIP 3,Tìm người ở ghép Quận 4, 25m,0.8
436  Nguyễn Thị Thập,Tân Quy,7,Hồ Chí Minh,294492,Tin VIP 3,Phòng trọ Quận 7, 15m,0.95
Nguyễn Văn Đậu,11,Bình Thạnh,Hồ Chí Minh,662857,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 40m,3.9
61/4  số 1,10,Tân Bình,Hồ Chí Minh,658892,Tin VIP 3,Phòng trọ Quận Tân Bình, 20m,4.2
183  Dương Quảng Hàm,6,Gò Vấp,Hồ Chí Minh,663577,Tin VIP 3,Phòng trọ Quận Gò Vấp, 40m,1.2
Ung Văn Khiêm,25,Bình Thạnh,Hồ Chí Minh,595795,Tin VIP 2,Phòng trọ Quận Bình Thạnh, 18m,4.5
541/1  Hương lộ 2,Bình Trị Đông,Bình Tân,Hồ Chí Minh,653526,Tin VIP 2,Phòng trọ Quận Bình Tân, 18m,1.8
Phố Lê Trọng Tấn,Tây Thạnh,Tân Phú,Hồ Chí Minh,657867,Tin thường,Phòng trọ Quận Tân Phú, 30m,1.5
134  Lê Minh Xuân,7,Tân Bình,Hồ Chí Minh,275864,Tin VIP 2,Phòng trọ Quận Tân Bình, 20m,2.5
Tây Thạnh,Tây Thạnh,Tân Phú,Hồ Chí Minh,635321,Tin thường,Phòng trọ Quận Tân Phú, 35m,1.7
,9,Tân Bình,Hồ Chí Minh,663954,Tin thường,Phòng trọ Quận Tân Bình, 25m,3.5
Nguyễn Thái Bình,4,Tân Bình,Hồ Chí Minh,663955,Tin thường,Phòng trọ Quận Tân Bình, 25m,1.6
Lãnh Binh Thăng,11,11,Hồ Chí Minh,632800,Tin thường,Tìm người ở ghép Quận 11, 25m,1.9
,2,5,Hồ Chí Minh,657324,Tin thường,Phòng trọ Quận 5, 30m,1.5
,6,4,Hồ Chí Minh,654837,Tin thường,Phòng trọ Quận 4, 30m,1.5
,12,10,Hồ Chí Minh,658334,Tin thường,Phòng trọ Quận 10, 30m,1.3
,5,8,Hồ Chí Minh,655490,Tin thường,Phòng trọ Quận 8, 30m,1.2
,Tây Thạnh,Tân Phú,Hồ Chí Minh,652839,Tin thường,Phòng trọ Quận Tân Phú, 30m,1.4
,Tân Hưng,7,Hồ Chí Minh,658055,Tin thường,Phòng trọ Quận 7, 30m,1.6
,Tân Chánh Hiệp,12,Hồ Chí Minh,650193,Tin thường,Phòng trọ Quận 12, 32m,1
,25,Bình Thạnh,Hồ Chí Minh,659795,Tin thường,Phòng trọ Quận Bình Thạnh, 30m,1.4
Nam Kỳ Khởi Nghĩa,8,3,Hồ Chí Minh,649461,Tin thường,Phòng trọ Quận 3, 32m,1.7
Phạm Ngũ Lão,Phạm Ngũ Lão,1,Hồ Chí Minh,649333,Tin thường,Phòng trọ Quận 1, 30m,1.6
Phan Huy Ích,15,Tân Bình,Hồ Chí Minh,663592,Tin thường,Phòng trọ Quận Tân Bình, 25m,2
,Bình Thuận,7,Hồ Chí Minh,652848,Tin thường,Phòng trọ Quận 7, 35m,1.5
,14,3,Hồ Chí Minh,663388,Tin thường,Phòng trọ Quận 3, 25m,2.1
Bình Thới,11,11,Hồ Chí Minh,631783,Tin thường,Tìm người ở ghép Quận 11, 40m,1.6
Âu Cơ,Phú Trung,Tân Phú,Hồ Chí Minh,635323,Tin thường,Phòng trọ Quận Tân Phú, 25m,1.6
số 3/2,12,10,Hồ Chí Minh,663302,Tin thường,Phòng trọ Quận 10, 25m,1.8
436B/76  số 3/2,12,10,Hồ Chí Minh,275248,Tin VIP 2,Phòng trọ Quận 10, 25m,3.3
102  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,21531,Tin VIP 2,Phòng trọ Quận Phú Nhuận, 20m,2.3
,14,Tân Bình,Hồ Chí Minh,644765,Tin thường,Phòng trọ Quận Tân Bình, 30m,4
số 22,Phước Long B,9,Hồ Chí Minh,663710,Tin miễn phí,Phòng trọ Quận 9, 20m,1.4
Cao Đạt,1,5,Hồ Chí Minh,663606,Tin thường,Phòng trọ Quận 5, 25m,4.5
Cửu Long,2,Tân Bình,Hồ Chí Minh,661176,Tin thường,Phòng trọ Quận Tân Bình, 22m,4.3
69  số 4,Tân Tạo A,Bình Tân,Hồ Chí Minh,638967,Tin thường,Phòng trọ Quận Bình Tân, 16m,1.7
Nguyễn Trãi,2,5,Hồ Chí Minh,656497,Tin thường,Cho thuê căn hộ dịch vụ Quận 5, 30m,4.2
Bàu Cát,12,Tân Bình,Hồ Chí Minh,663956,Tin thường,Cho thuê căn hộ dịch vụ Quận Tân Bình, 25m,4.6
46  số 1A,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,663605,Tin miễn phí,Phòng trọ Quận Bình Tân, 20m,2.8
54  Bạch Đằng,2,Tân Bình,Hồ Chí Minh,650812,Tin thường,Phòng trọ Quận Tân Bình, 35m,1.2
366  Phan Văn Trị,5,Gò Vấp,Hồ Chí Minh,656698,Tin thường,Phòng trọ Quận Gò Vấp, 30m,1
241  Nguyễn Thái Bình,4,Tân Bình,Hồ Chí Minh,650224,Tin thường,Phòng trọ Quận Tân Bình, 30m,1.5
Tân Kỳ Tân Quý,Tây Thạnh,Tân Phú,Hồ Chí Minh,663957,Tin thường,Phòng trọ Quận Tân Phú, 30m,2.9
,Thạnh Lộc,12,Hồ Chí Minh,662049,Tin thường,Phòng trọ Quận 12, 22m,3.2
Nguyễn Văn Quá,An Phú Đông,12,Hồ Chí Minh,653861,Tin thường,Phòng trọ Quận 12, 28m,3.8
53/17B  Trần Khánh Dư,Tân Định,1,Hồ Chí Minh,275778,Tin VIP 2,Phòng trọ Quận 1, 20m,3
506/15/11D  số 3/2,14,10,Hồ Chí Minh,301478,Tin VIP 2,Phòng trọ Quận 10, 16m,3.3
Vũ Huy Tấn,3,Bình Thạnh,Hồ Chí Minh,663958,Tin miễn phí,Phòng trọ Quận Bình Thạnh, 30m,6.5
32/40  Võ Văn Hát,Long Trường,9,Hồ Chí Minh,663716,Tin VIP 2,Phòng trọ Quận 9, 23m,4.4
,Long Trường,9,Hồ Chí Minh,663483,Tin VIP 2,Phòng trọ Quận 9, 23m,4.4
237/21  Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,607485,Tin VIP 2,Phòng trọ Quận Gò Vấp, 25m,3.5
97  Lê Văn Quới,Bình Trị Đông,Bình Tân,Hồ Chí Minh,663808,Tin VIP 2,Cho thuê mặt bằng Quận Bình Tân, 60m,22
Cách Mạng Tháng Tám,7,Tân Bình,Hồ Chí Minh,601075,Tin VIP 2,Phòng trọ Quận Tân Bình, 12m,2
34 Phố số 36,Tân Quy,7,Hồ Chí Minh,294491,Tin VIP 2,Phòng trọ Quận 7, 20m,0.7
Cầm Bá Thước,7,Phú Nhuận,Hồ Chí Minh,663889,Tin VIP 2,Cho thuê căn hộ dịch vụ Quận Phú Nhuận, 45m,8.5
60/25/13  Lê Văn Duyệt,1,Bình Thạnh,Hồ Chí Minh,640076,Tin VIP 2,Phòng trọ Quận Bình Thạnh, 18m,2.5
số 15B,Phú Mỹ,7,Hồ Chí Minh,663800,Tin VIP 2,Phòng trọ Quận 7, 12m,2.8
140A  Huỳnh Văn Bánh,12,Phú Nhuận,Hồ Chí Minh,309515,Tin VIP 2,Phòng trọ Quận Phú Nhuận, 16m,2.5
25/35/1C  Hồ Văn Long,Tân Tạo,Bình Tân,Hồ Chí Minh,641533,Tin VIP 2,Phòng trọ Quận Bình Tân, 26m,1.7
,Xã Tân Xuân,Huyện Hóc Môn,Hồ Chí Minh,663528,Tin VIP 1,Phòng trọ Huyện Hóc Môn, 500m,1.5
101  số 8,Linh Đông,Thủ Đức,Hồ Chí Minh,603516,Tin VIP 1,Phòng trọ Thủ Đức, 30m,1.2
,Hòa Thạnh,Tân Phú,Hồ Chí Minh,663832,Tin VIP 1,Phòng trọ Quận Tân Phú, 20m,3.9
285/85/.. Cách Mạng Tháng Tám,12,10,Hồ Chí Minh,280439,Tin VIP 1,Phòng trọ Quận 10, 20m,4.5
S1.07  Nguyễn Xiển,Long Thạnh Mỹ,9,Hồ Chí Minh,663109,Tin VIP 3,Phòng trọ Quận 9, 80m,1.2
85/19C  số 30,Cát Lái,2,Hồ Chí Minh,663674,Tin VIP 3,Phòng trọ Quận 2, 30m,4.2
22 ngõ 575  Hoàng Hoa Thám,Vĩnh Phúc,Ba Đình,Hồ Chí Minh,663314,Tin VIP 3,Phòng trọ Quận Ba Đình, 35m,4.3
793/57  Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,663697,Tin VIP 3,Cho thuê căn hộ dịch vụ Quận 7, 40m,7.8
86  Hồ Văn Huê,9,Phú Nhuận,Hồ Chí Minh,663771,Tin VIP 3,Phòng trọ Quận Phú Nhuận, 35m,5.89
206/20  số 20,5,Gò Vấp,Hồ Chí Minh,314234,Tin VIP 3,Phòng trọ Quận Gò Vấp, 18m,3.8
57/35  Nguyễn An Ninh,Tương Mai,Hoàng Mai,Hồ Chí Minh,315520,Tin VIP 3,Phòng trọ Quận Hoàng Mai, 30m,3.5
,8,Gò Vấp,Hồ Chí Minh,142173,Tin VIP 3,Phòng trọ Quận Gò Vấp, 30m,3.5
449/17  Trường Chinh,14,Tân Bình,Hồ Chí Minh,661397,Tin VIP 3,Phòng trọ Quận Tân Bình, 18m,3.8
64/40  Nguyễn Khoái,2,4,Hồ Chí Minh,655144,Tin VIP 3,Tìm người ở ghép Quận 4, 25m,1.8
15a/42a  Lê Thánh Tôn,Bến Nghé,1,Hồ Chí Minh,663828,Tin VIP 3,Phòng trọ Quận 1, 30m,5.2
,21,Bình Thạnh,Hồ Chí Minh,626937,Tin VIP 3,Tìm người ở ghép Quận Bình Thạnh, 40m,2.2
160/1/30  Đặng Thuỳ Trâm,13,Bình Thạnh,Hồ Chí Minh,202093,Tin VIP 3,Phòng trọ Quận Bình Thạnh, 50m,5.5
,5,Tân Bình,Hồ Chí Minh,663874,Tin VIP 3,Cho thuê căn hộ dịch vụ Quận Tân Bình, 35m,8
,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,661013,Tin VIP 3,Phòng trọ Huyện Nhà Bè, 35m,2.5
,Phú Thượng,Tây Hồ,Hồ Chí Minh,658787,Tin VIP 3,Phòng trọ Quận Tây Hồ, 25m,3.5
206/19  Nguyễn Thượng Hiền,1,Gò Vấp,Hồ Chí Minh,663846,Tin VIP 3,Phòng trọ Quận Gò Vấp, 20m,4.5
,15,10,Hồ Chí Minh,663875,Tin VIP 3,Phòng trọ Quận 10, 25m,4.7
Trần Quốc Thảo,6,3,Hồ Chí Minh,291308,Tin VIP 3,Phòng trọ Quận 3, 20m,1.8
Nguyễn Thái Sơn,5,Gò Vấp,Hồ Chí Minh,663960,Tin miễn phí,Phòng trọ Quận Gò Vấp, 30m,5.2
,Tân Thành,Tân Phú,Hồ Chí Minh,663938,Tin thường,Phòng trọ Quận Tân Phú, 25m,4
602/81A  Điện Biên Phủ,22,Bình Thạnh,Hồ Chí Minh,281670,Tin thường,Phòng trọ Quận Bình Thạnh, 20m,2
,14,11,Hồ Chí Minh,630021,Tin thường,Phòng trọ Quận 11, 18m,3.3
CC Hoàng Anh Gia Lai 3  Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,267132,Tin miễn phí,Phòng trọ Huyện Nhà Bè, 20m,3.5
Số 9  Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,115151,Tin miễn phí,Phòng trọ Huyện Nhà Bè, 20m,3.7
83/49/4  Trương Đăng Quế,3,Gò Vấp,Hồ Chí Minh,634056,Tin thường,Phòng trọ Quận Gò Vấp, 35m,1.55
,Tân Phong,7,Hồ Chí Minh,616821,Tin miễn phí,Phòng trọ Quận 7, 25m,4.8
Thạnh Lộc 18,Thạnh Lộc,12,Hồ Chí Minh,663961,Tin thường,Phòng trọ Quận 12, 35m,4.2
Lã Xuân Oai,Long Trường,9,Hồ Chí Minh,646295,Tin thường,Phòng trọ Quận 9, 30m,4
